SKU,Title,Description,Stock,Price,Assets,DataSheet,Brand,Category
LR2K0306,Schneider TeSys K - differential thermal overload relays - 0.8...1.2 A - class 10A LR2K0306,"TeSys LRK thermal overload relay, 1.2A/690V, thermal setting range 0.8-1.2A, tripping class 10A, for protection of 3-phase motors 0.25-0.37kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test slide switch for simulation of a tripping, reset/stop button, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1K06-K16. Mounting on DIN rail, separated from the contactor, with use of a terminal block LA7K0064 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHs/Reach).                  ",200,37.74,https://download.schneider-electric.com/files?p_Doc_Ref=ODA106167_SE&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LR2K0306,Schneider,Relays
LR2K0307,Schneider TeSys K - differential thermal overload relays - 1.2...1.8 A - class 10A LR2K0307,"TeSys LRK thermal overload relay, 1.8A/690V, thermal setting range 1.2-1.8A, tripping class 10A, for protection of 3-phase motors 0.55kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test slide switch for simulation of a tripping, reset/stop button, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1K06-K16. Mounting on DIN rail, separated from the contactor, with use of a terminal block LA7K0064 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHs/Reach).                  ",200,37.74,https://download.schneider-electric.com/files?p_Doc_Ref=LR2K0307_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LR2K0307,Schneider,Relays
LR2K0308,Schneider TeSys K - differential thermal overload relays - 1.8...2.6 - class 10A LR2K0308,"TeSys LRK thermal overload relay, 2.6A/690V, thermal setting range 1.8-2.6A, tripping class 10A, for protection of 3-phase motors 0.75kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test slide switch for simulation of a tripping, reset/stop button, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1K06-K16. Mounting on DIN rail, separated from the contactor, with use of a terminal block LA7K0064 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHs/Reach).                  ",200,37.74,https://download.schneider-electric.com/files?p_Doc_Ref=LR2K0308_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LR2K0308,Schneider,Relays
LR2K0310,Schneider TeSys K - differential thermal overload relays -2.6...3.7 A - class 10A LR2K0310,"TeSys LRK thermal overload relay, 3.7A/690V, thermal setting range 2.6-3.7A, tripping class 10A, for protection of 3-phase motors 1.1-1.5kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test slide switch for simulation of a tripping, reset/stop button, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1K06-K16. Mounting on DIN rail, separated from the contactor, with use of a terminal block LA7K0064 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHs/Reach).                  ",200,37.74,https://download.schneider-electric.com/files?p_Doc_Ref=LR2K0310_DA19&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LR2K0310,Schneider,Relays
LR2K0312,Schneider TeSys K - differential thermal overload relays - 3.7...5.5 A - class 10A LR2K0312,"TeSys LRK thermal overload relay, 5.5A/690V, thermal setting range 3.7-5.5A, tripping class 10A, for protection of 3-phase motors 2.2kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test slide switch for simulation of a tripping, reset/stop button, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1K06-K16. Mounting on DIN rail, separated from the contactor, with use of a terminal block LA7K0064 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHs/Reach).                  ",200,37.74,https://download.schneider-electric.com/files?p_Doc_Ref=LR2K0312_DA19&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LR2K0312,Schneider,Relays
LR2K0314,Schneider TeSys K - differential thermal overload relays - 5.5...8 A - class 10A LR2K0314,"TeSys LRK thermal overload relay, 8A/690V, thermal setting range 5.5-8A, tripping class 10A, for protection of 3-phase motors 3kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test slide switch for simulation of a tripping, reset/stop button, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1K09-K16. Mounting on DIN rail, separated from the contactor, with use of a terminal block LA7K0064 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHs/Reach).                  ",200,37.74,https://download.schneider-electric.com/files?p_Doc_Ref=LR2K0314_DA19&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LR2K0314,Schneider,Relays
LR2K0316,Schneider TeSys K - differential thermal overload relays - 8...11.5 A - class 10A LR2K0316,"TeSys LRK thermal overload relay, 11.5A/690V, thermal setting range 8-11.5A, tripping class 10A, for protection of 3-phase motors 4kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test slide switch for simulation of a tripping, reset/stop button, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1K09-K16. Mounting on DIN rail, separated from the contactor, with use of a terminal block LA7K0064 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHs/Reach).                  ",200,37.74,https://download.schneider-electric.com/files?p_Doc_Ref=ODA106167_SE&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LR2K0316,Schneider,Relays
LR2K0321,Schneider TeSys K - differential thermal overload relays - 10...14 A - class 10A LR2K0321,"TeSys LRK thermal overload relay, 14A/690V, thermal setting range 10-14A, tripping class 10A, for protection of 3-phase motors 5.5kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test slide switch for simulation of a tripping, reset/stop button, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1K12-K16. Mounting on DIN rail, separated from the contactor, with use of a terminal block LA7K0064 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHs/Reach).                  ",200,42.18,https://download.schneider-electric.com/files?p_Doc_Ref=ODA106167_SE&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LR2K0321,Schneider,Relays
LR9G500,"Schneider Electronic thermal overload relay, TeSys Giga, 125…500 A, class 5E…30E, push-in control connection LR9G500","TeSys LR9G 500A thermal overload relay is compatible with TeSys Giga high power contactor, push-in control connection. It provides phase imbalance, phase failure, in-built ground-fault and single-phase loads protections. It is available for manual and auto reset options and LED indicator for Motor ON and pre-trip alarm. Tripping classes is selectable from class 5E to class 30E to suit different application needs from fast tripping, general purpose and high inertia loads. It is suitable for independent mounting or direct mounting with LC1G contactors. It provides IP2x protection in Front face with shrouds conforming to IEC 60529 and VDE 0106. It can cover -25°C to 60°C operation ambient air temperature without derating up to 3000m altitude. Multi standards certified (CE,CB,CCC,cULus,EAC,KC,RCM,Marine) and Green Premium compliant (RoHs/Reach). Unique QR code provides quick access to complete product data.                ",200,398,https://download.schneider-electric.com/files?p_Doc_Ref=LR9G500-image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LR9G500,Schneider,Relays
LRD02,Schneider TeSys Deca thermal overload relays - 0.16...0.25 A - class 10A LRD02,"TeSys LRD thermal overload relay, 0.25A/690V, thermal setting range 0.16-0.25A, tripping class 10A, for protection of 3-phase motors 0.06kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D09-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,46.62,https://download.schneider-electric.com/files?p_Doc_Ref=LRD02_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD02,Schneider,Relays
LRD03,Schneider TeSys Deca thermal overload relays - 0.25...0.4 A - class 10A LRD03,"TeSys LRD thermal overload relay, 0.4A/690V, thermal setting range 0.25-0.4A, tripping class 10A, for protection of 3-phase motors 0.09kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D09-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,46.62,https://download.schneider-electric.com/files?p_Doc_Ref=LRD03_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD03,Schneider,Relays
LRD04,Schneider TeSys Deca thermal overload relays - 0.4...0.63 A - class 10A LRD04,"TeSys LRD thermal overload relay, 0.63A/690V, thermal setting range 0.4-0.63A, tripping class 10A, for protection of 3-phase motors 0.12-0.18kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D09-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,46.62,https://download.schneider-electric.com/files?p_Doc_Ref=LRD04_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD04,Schneider,Relays
LRD05,Schneider TeSys Deca thermal overload relays - 0.63...1 A - class 10A LRD05,"TeSys LRD thermal overload relay, 1A/690V, thermal setting range 0.63-1A, tripping class 10A, for protection of 3-phase motors 0.25-0.37kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D09-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,46.62,https://download.schneider-electric.com/files?p_Doc_Ref=LRD05_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD05,Schneider,Relays
LRD06,Schneider TeSys Deca thermal overload relays - 1...1.6 A - class 10A LRD06,"TeSys LRD thermal overload relay, 1.6A/690V, thermal setting range 1-1.6A, tripping class 10A, for protection of 3-phase motors 0.55kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D09-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,46.62,https://download.schneider-electric.com/files?p_Doc_Ref=LRD06_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD06,Schneider,Relays
LRD07,Schneider TeSys Deca thermal overload relays - 1.6...2.5 A - class 10A LRD07,"TeSys LRD thermal overload relay, 2.5A/690V, thermal setting range 1.6-2.5A, tripping class 10A, for protection of 3-phase motors 0.75kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D09-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,46.62,https://download.schneider-electric.com/files?p_Doc_Ref=LRD07_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD07,Schneider,Relays
LRD08,Schneider TeSys Deca thermal overload relays - 2.5...4 A - class 10A LRD08,"TeSys LRD thermal overload relay, 4A/690V, thermal setting range 2.5-4A, tripping class 10A, for protection of 3-phase motors 1.1-1.5kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D09-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,46.62,https://download.schneider-electric.com/files?p_Doc_Ref=LRD08_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD08,Schneider,Relays
LRD10,Schneider TeSys Deca thermal overload relays - 4...6 A - class 10A LRD10,"TeSys LRD thermal overload relay, 6A/690V, thermal setting range 4-6A, tripping class 10A, for protection of 3-phase motors 2.2kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D09-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,46.62,https://download.schneider-electric.com/files?p_Doc_Ref=LRD10_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD10,Schneider,Relays
LRD12,"Schneider Thermal overload relay, TeSys Deca, 5.5...8 A, class 10A LRD12","TeSys LRD thermal overload relay, 8A/690V, thermal setting range 5.5-8A, tripping class 10A, for protection of 3-phase motors 3kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D09-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,46.62,https://download.schneider-electric.com/files?p_Doc_Ref=LRD12_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD12,Schneider,Relays
LRD14,Schneider TeSys Deca thermal overload relays - 7...10 A - class 10A LRD14,"TeSys LRD thermal overload relay, 10A/690V, thermal setting range 7-10A, tripping class 10A, for protection of 3-phase motors 4kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D09-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,46.62,https://download.schneider-electric.com/files?p_Doc_Ref=LRD14_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD14,Schneider,Relays
LRD16,"Schneider Thermal overload relay, TeSys Deca, 9...13 A, class 10A LRD16","TeSys LRD thermal overload relay, 13A/690V, thermal setting range 9-13A, tripping class 10A, for protection of 3-phase motors 5.5kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D12-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,49.95,https://download.schneider-electric.com/files?p_Doc_Ref=LRD16_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD16,Schneider,Relays
LRD21,"Schneider Thermal overload relay, TeSys Deca, 12...18 A, class 10A LRD21","TeSys LRD thermal overload relay, 18A/690V, thermal setting range 12-18A, tripping class 10A, for protection of 3-phase motors 7.5kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D18-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,56.61,https://download.schneider-electric.com/files?p_Doc_Ref=LRD21_Image-1&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD21,Schneider,Relays
LRD22,"Schneider Thermal overload relay, TeSys Deca, 16...24 A, class 10A LRD22","TeSys LRD thermal overload relay, 24A/690V, thermal setting range 16-24A, tripping class 10A, for protection of 3-phase motors 11kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D25-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,62.16,https://download.schneider-electric.com/files?p_Doc_Ref=LRD22_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD22,Schneider,Relays
LRD32,"Schneider Thermal overload relay, TeSys Deca, 23...32 A, class 10A LRD32","TeSys LRD thermal overload relay, 32A/690V, thermal setting range 23-32A, tripping class 10A, for protection of 3-phase motors 15kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D25-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B205 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,82.14,https://download.schneider-electric.com/files?p_Doc_Ref=LRD32_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD32,Schneider,Relays
LRD35,Schneider TeSys Deca thermal overload relays - 30...38 A - class 10A LRD35,"TeSys LRD thermal overload relay, 38A/690V, thermal setting range 30-38A, tripping class 10A, for protection of 3-phase motors 18.5kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by screw clamp terminals, it connects directly to the bottom terminals of 3-pole contactors LC1D32-D38. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD7B106 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, ATEX, Marine), Green Premium compliant (RoHs/Reach).                  ",200,82.14,https://download.schneider-electric.com/files?p_Doc_Ref=LRD35_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD35,Schneider,Relays
LRD350,Schneider TeSys Deca thermal overload relays - 37...50 A - class 10A LRD350,"TeSys LRD thermal overload relay, 50A/690V, thermal setting range 37-50A, tripping class 10A, for protection of 3-phase motors 22kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by EverLink BTR screw terminals , it connects directly to the bottom terminals of 3-pole contactors LC1D40A-D80A. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD96560 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHs/Reach).                  ",200,116.55,https://download.schneider-electric.com/files?p_Doc_Ref=LRD350_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD350,Schneider,Relays
LRD365,Schneider TeSys Deca thermal overload relays - 48...65 A - class 10A LRD365,"TeSys LRD thermal overload relay, 65A/690V, thermal setting range 48-65A, tripping class 10A, for protection of 3-phase motors 30kW@400V. Differential device with phase failure and load unbalance detection. It provides a thermal adjustement dial, a manual-automatic reset selector, a test selector for simulation of a tripping, reset and stop buttons, a flag indicator and 2 auxiliary contacts 1NO+1NC for fault signalling. Settings are protected by a transparent cover lockable by sealing. Connection by EverLink BTR screw terminals , it connects directly to the bottom terminals of 3-pole contactors LC1D40A-D80A. Mounting on DIN rail or screw fixing, separated from the contactor, with use of a terminal block LAD96560 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHs/Reach).                  ",200,122.1,https://download.schneider-electric.com/files?p_Doc_Ref=LRD365_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LRD365,Schneider,Relays
LUCB12BL,"Schneider Advanced control unit, TeSys Ultra, 3-12A, 3P motors, protection & diagnostic, class 10, coil 24V DC LUCB12BL","TeSys U control and diagnostic unit to be inserted in advanced power bases LUB120, LUB320, LUB380 to form a TeSys U starter controller, for 3-phase motor applications up to 5.5kW@400V. It provides full protection to motors with a rated current Ir 3-12A (Ir adjustable), overload tripping class 10, short circuit at 13 x Irmax, overcurrent at 14.2 x Ir, phase loss, insulation fault (protection of equipment only). It provides a thermal overload alarm to be used locally using a LUFDA module or remotely using a LULC module, and a test push button for overload simulation.  To be used with a 24V DC voltage for the control of the starter (through the control terminals A1/A2 located in the power base).  Certified when used in conjunction with a LUB power base (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHS/REACh).                  ",200,109.89,https://download.schneider-electric.com/files?p_Doc_Ref=LUCB12BL_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LUCB12BL,Schneider,Accessories
LUCB12FU,"Schneider Advanced control unit, TeSys Ultra, 3-12A, 3P motors, protection & diagnostic, class 10, coil 110-240V AC/DC LUCB12FU","TeSys U control and diagnostic unit to be inserted in advanced power bases LUB120, LUB320, LUB380 to form a TeSys U starter controller, for 3-phase motor applications up to 5.5kW@400V. It provides full protection to motors with a rated current Ir 3-12A (Ir adjustable), overload tripping class 10, short circuit at 13 x Irmax, overcurrent at 14.2 x Ir, phase loss, insulation fault (protection of equipment only). It provides a thermal overload alarm to be used locally using a LUFDA module or remotely using a LULC module, and a test push button for overload simulation.  To be used with a 110-240V AC / 110-220V DC voltage for the control of the starter (through the control terminals A1/A2 located in the power base).  Certified when used in conjunction with a LUB power base (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHS/REACh).                  ",200,99.9,https://download.schneider-electric.com/files?p_Doc_Ref=LUCB12FU_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LUCB12FU,Schneider,Accessories
LUCB18BL,"Schneider Advanced control unit, TeSys Ultra, 4.5-18A, 3P motors, protection & diagnostic, class 10, coil 24V DC LUCB18BL","TeSys U control and diagnostic unit to be inserted in advanced power bases LUB320, LUB380, LUB380 to form a TeSys U starter controller, for 3-phase motor applications up to 7.5kW@400V. It provides full protection to motors with a rated current Ir 4.5-18A (Ir adjustable), overload tripping class 10, short circuit at 13 x Irmax, overcurrent at 14.2 x Ir, phase loss, insulation fault (protection of equipment only). It provides a thermal overload alarm to be used locally using a LUFDA module or remotely using a LULC module, and a test push button for overload simulation.  To be used with a 24V DC voltage for the control of the starter (through the control terminals A1/A2 located in the power base).  Certified when used in conjunction with a LUB power base (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHS/REACh).                  ",200,119.88,https://download.schneider-electric.com/files?p_Doc_Ref=LUCB18BL_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/LUCB18BL,Schneider,Accessories
