SKU,Title,Description,Assets,Price,Stock,Category,Brand
131G0181 ,Danfoss FC202 3.7KW 1>3PH IP55 131G0181 ,"Frequency converter
FC-202P3K7S2E55H2XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P3K7) 3.7 KW / 5.0 HP, Single phase
200 - 240 VAC, IP55 / Type 12
RFI Filter
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B1
Other options according to Model code

Model code:
FC-202P3K7S2E55H2XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_B1_IP21-55-66.jpg?w=300&h=300,1666,10,VLT® AQUA Drive FC 202,Danfoss
131B9215 ,Danfoss FC202 3.7KW 3x240V IP55 131B9215 ,"Frequency converter
FC-202P3K7T2E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P3K7) 3.7 KW / 5.0 HP, Three phase
200 - 240 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A5
Other options according to Model code

Model code:
FC-202P3K7T2E55H1XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A5_IP55-66.jpg?w=300&h=300,1132,10,VLT® AQUA Drive FC 202,Danfoss
131B9252 ,Danfoss FC202 7.5KW 3x240V IP55 131B9252 ,"Frequency converter
FC-202P7K5T2E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P7K5) 7.5 KW / 10 HP, Three phase
200 - 240 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B1
Other options according to Model code

Model code:
FC-202P7K5T2E55H1XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_B1_IP21-55-66.jpg?w=300&h=300,1880,10,VLT® AQUA Drive FC 202,Danfoss
131G2747 ,Danfoss FC202 7.5KW  IP55 131G2747 ,"Frequency converter
FC-202P7K5S2E55H2XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P7K5) 7.5 KW / 10 HP, Single phase
200 - 240 VAC, IP55 / Type 12
RFI Filter
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B2
Other options according to Model code

Model code:
FC-202P7K5S2E55H2XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA...",https://files.danfoss.com/dds/l01/VLT_B2_IP21-55-66.jpg?w=300&h=300,2133,10,VLT® AQUA Drive FC 202,Danfoss
131B9270 ,Danfoss FC202 15KW 3x240V IP55 131B9270 ,"Frequency converter
FC-202P15KT2E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P15K) 15 KW / 20 HP, Three phase
200 - 240 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B2
Other options according to Model code

Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_B2_IP21-55-66.jpg?w=300&h=300,2446,10,VLT® AQUA Drive FC 202,Danfoss
131B9287 ,Danfoss FC202 22KW 3x240V IP55 131B9287 ,"Frequency converter
FC-202P22KT2E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P22K) 22 KW / 30 HP, Three phase
200 - 240 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C1
Other options according to Model code

Model code:
FC-202P22KT2E55H1XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_C1_IP21-55-66.jpg?w=300&h=300,3421,10,VLT® AQUA Drive FC 202,Danfoss
131U2877 ,Danfoss FC202 1.5KW IP55 131U2877 ,"Frequency converter
FC-202P1K5T4Z55H1XGXXOXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P1K5) 1.5 KW / 2.0 HP, Three phase
380 - 480 VAC, IP55 / Type 12 A4 Frame
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A4
Other options according to Model code

Model code:
FC-202P1K5T4Z55H1XGXXOXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A4_IP55-66.jpg?w=300&h=300,823,10,VLT® AQUA Drive FC 202,Danfoss
131U2636 ,Danfoss FC202 2.2KW IP55 131U2636 ,"Frequency converter
FC-202P2K2T4Z55H1XGXXOXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P2K2) 2.2 KW / 3.0 HP, Three phase
380 - 480 VAC, IP55 / Type 12 A4 Frame
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A4
Other options according to Model code

Model code:
FC-202P2K2T4Z55H1XGXXOXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A4_IP55-66.jpg?w=300&h=300,973,10,VLT® AQUA Drive FC 202,Danfoss
131U2635 ,Danfoss FC202 3KW IP55 131U2635 ,"Frequency converter
FC-202P3K0T4Z55H1XGXXOXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P3K0) 3.0 KW / 4.0 HP, Three phase
380 - 480 VAC, IP55 / Type 12 A4 Frame
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A4
Other options according to Model code

Model code:
FC-202P3K0T4Z55H1XGXXOXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A4_IP55-66.jpg?w=300&h=300,1068,10,VLT® AQUA Drive FC 202,Danfoss
131U2875 ,Danfoss FC202 4KW IP55 131U2875 ,"Frequency converter
FC-202P4K0T4Z55H1XGXXOXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P4K0) 4.0 KW / 5.5 HP, Three phase
380 - 480 VAC, IP55 / Type 12 A4 Frame
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A4
Other options according to Model code

Model code:
FC-202P4K0T4Z55H1XGXXOXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA...",https://files.danfoss.com/dds/l01/VLT_A4_IP55-66.jpg?w=300&h=300,1132,10,VLT® AQUA Drive FC 202,Danfoss
131N1410 ,Danfoss FC202 7.5KW 16A IP55 131N1410 ,"FC-202P7K5T4E55H1XGXXOXSXXXXAXBXCXXXXDX
131N1410
Please click on Re-configure to confirm configuration and order the product.
Frequency converter
FC-202P7K5T4E55H1XGXXOXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P7K5) 7.5 KW / 10 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A5
Other options according to Model code

Model code:
FC-202P7K5T4E55H1XGXXOXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A5_IP55-66.jpg?w=300&h=300,1437,10,VLT® AQUA Drive FC 202,Danfoss
131N0329 ,Danfoss FC202 11KW 24A IP55 131N0329 ,"Frequency converter
FC-202P11KT4E55H1XGXXOXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P11K) 11 KW / 15 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B1
Other options according to Model code

Model code:
FC-202P11KT4E55H1XGXXOXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_B1_IP21-55-66.jpg?w=300&h=300,1898,10,VLT® AQUA Drive FC 202,Danfoss
131N0330 ,Danfoss FC202 15KW 32A IP55 131N0330 ,"Frequency converter
FC-202P15KT4E55H1XGXXOXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P15K) 15 KW / 20 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B1
Other options according to Model code

Model code:
FC-202P15KT4E55H1XGXXOXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_B1_IP21-55-66.jpg?w=300&h=300,2148,10,VLT® AQUA Drive FC 202,Danfoss
131N3171 ,Danfoss FC202 22KW IP55 131N3171 ,"Frequency converter
FC-202P22KT4E55H1XGXXOXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P22K) 22 KW / 30 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B2
Other options according to Model code

Model code:
FC-202P22KT4E55H1XGXXOXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_B2_IP21-55-66.jpg?w=300&h=300,3121,10,VLT® AQUA Drive FC 202,Danfoss
131F0881 ,Danfoss FC202 30KW 61A IP55 131F0881 ,"Frequency converter
FC-202P30KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P30K) 30 KW / 40 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B2
Other options according to Model code

Model code:
FC-202P30KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_B2_IP21-55-66.jpg?w=300&h=300,3582,10,VLT® AQUA Drive FC 202,Danfoss
131B8886 ,Danfoss FC202 0.75KW 2.4A IP20 131B8886 ,"Frequency converter
FC-202PK75T4E20H2XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(PK75) 0.75 KW / 1.0 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
RFI Filter
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model code

Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_B2_IP21-55-66.jpg?w=300&h=300,500,10,VLT® AQUA Drive FC 202,Danfoss
131B8894 ,Danfoss FC202 1.1KW 3A IP20 131B8894 ,"Frequency converter
FC-202P1K1T4E20H2XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P1K1) 1.1 KW / 1.5 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
RFI Filter
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model code

Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,557,10,VLT® AQUA Drive FC 202,Danfoss
131B8649 ,Danfoss FC202 1.5KW 4.1A IP20 131B8649 ,"Frequency converter
FC-202P1K5T4E20H2XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P1K5) 1.5 KW / 2.0 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
RFI Filter
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model code

Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,637,10,VLT® AQUA Drive FC 202,Danfoss
131B8905,Danfoss FC202 2.2KW IP20 131B8905,"Frequency converter
FC-202P2K2T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P2K2) 2.2 KW / 3.0 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model code

Model code:
FC-202P2K2T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,832,10,VLT® AQUA Drive FC 202,Danfoss
131B8913 ,Danfoss FC202 3KW 7.2A IP20 131B8913 ,"Frequency converter
FC-202P3K0T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P3K0) 3.0 KW / 4.0 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model code

Model code:
FC-202P3K0T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,924,10,VLT® AQUA Drive FC 202,Danfoss
131B8930 ,Danfoss FC202 4KW 10A IP20 131B8930 ,"Frequency converter
FC-202P4K0T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P4K0) 4.0 KW / 5.5 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model code

Model code:
FC-202P4K0T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,986,10,VLT® AQUA Drive FC 202,Danfoss
131B8941 ,Danfoss FC202 5.5KW 13A IP20 131B8941 ,"Frequency converter
FC-202P5K5T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P5K5) 5.5 KW / 7.5 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A3
Other options according to Model code

Model code:
FC-202P5K5T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,1141,10,VLT® AQUA Drive FC 202,Danfoss
131B8951 ,Danfoss FC202 7.5KW 16A IP20 131B8951 ,"Frequency converter
FC-202P7K5T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P7K5) 7.5 KW / 10 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A3
Other options according to Model code

Model code:
FC-202P7K5T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_A3_IP20.jpg?w=300&h=300,1279,10,VLT® AQUA Drive FC 202,Danfoss
131F8516 ,Danfoss FC202 11KW 24A IP20131F8516 ,"Frequency converter
FC-202P11KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P11K) 11 KW / 15 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B3
Other options according to Model code

Model code:
FC-202P11KT4E20H3XGXXXXSXXXXAXBXCXXXXDX",https://files.danfoss.com/dds/l01/VLT_B3_IP20.jpg?w=300&h=300,1649,10,VLT® AQUA Drive FC 202,Danfoss
131F8517 ,Danfoss FC202 15KW 32A IP20 131F8517 ,"Frequency converter
FC-202P15KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P15K) 15 KW / 20 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B3
Other options according to Model code

Model code:
FC-202P15KT4E20H3XGXXXXSXXXXAXBXCXXXXDX",https://files.danfoss.com/dds/l01/VLT_B3_IP20.jpg?w=300&h=300,1870,10,VLT® AQUA Drive FC 202,Danfoss
131H3037 ,Danfoss FC202 22KW IP20 131H3037 ,"Frequency converter
FC-202P22KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P22K) 22 KW / 30 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B4
Other options according to Model code

Model code:
FC-202P22KT4E20H3XGXXXXSXXXXAXBXCXXXXDX",https://files.danfoss.com/dds/l01/VLT_B3_IP20.jpg?w=300&h=300,2734,10,VLT® AQUA Drive FC 202,Danfoss
131H3048 ,Danfoss FC202 37KW 73A IP20 131H3048 ,"Frequency converter
FC-202P37KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P37K) 37 KW / 50 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B4
Other options according to Model code

Model code:
FC-202P37KT4E20H3XGXXXXSXXXXAXBXCXXXXDX",https://files.danfoss.com/dds/l01/VLT_B4_IP20.jpg?w=300&h=300,3849,10,VLT® AQUA Drive FC 202,Danfoss
131H3208 ,Danfoss FC202 45KW IP20 131H3208 ,"Frequency converter
FC-202P45KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(P45K) 45 KW / 60 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C3
Other options according to Model code

Model code:
FC-202P45KT4E20H3XGXXXXSXXXXAXBXCXXXXDX",https://files.danfoss.com/dds/l01/VLT_C3_IP20.jpg?w=300&h=300,4700,10,VLT® AQUA Drive FC 202,Danfoss
134F4169 ,Danfoss FC202 110KW 212A IP54 134F4169 ,"Frequency converter
FC-202N110T4E54H4XGCXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(N110) 110 KW / 150 HP, Three phase
380 - 480 VAC, (E54) IP54 / Type 12
RFI class A1 (C2)
No brake chopper
Graphical Loc. Cont. Panel
Coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: D1H
Other options according to Model code

Model code:
FC-202N110T4E54H4XGCXXXSXXXXAXBXCXXXXDX",https://files.danfoss.com/dds/l01/VLT_D1h_IP21-54.jpg?w=300&h=300,9175,10,VLT® AQUA Drive FC 202,Danfoss
134F4170 ,Danfoss FC202 132KW 260A IP54 134F4170 ,"FC-202N132T4E54H4XGCXXXSXXXXAXBXCXXXXDX

Frequency converter
FC-202N132T4E54H4XGCXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(N132) 132 KW / 200 HP, Three phase
380 - 480 VAC, (E54) IP54 / Type 12
RFI class A1 (C2)
No brake chopper
Graphical Loc. Cont. Panel
Coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: D1H
Other options according to Model code

Model code:
FC-202N132T4E54H4XGCXXXSXXXXAXBXCXXXXDX",https://files.danfoss.com/dds/l01/VLT_D1h_IP21-54.jpg?w=300&h=300,11078,10,VLT® AQUA Drive FC 202,Danfoss
134F4176 ,Danfoss FC202 160KW 215A IP54 134F4176 ,"FC-202N160T4E54H4XGCXXXSXXXXAXBXCXXXXDX
134F4176
Please click on Re-configure to confirm configuration and order the product.
Frequency converter
FC-202N160T4E54H4XGCXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(N160) 160 KW / 250 HP, Three phase
380 - 480 VAC, (E54) IP54 / Type 12
RFI class A1 (C2)
No brake chopper
Graphical Loc. Cont. Panel
Coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: D1H
Other options according to Model code

Model code:
FC-202N160T4E54H4XGCXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_D1h_IP21-54.jpg?w=300&h=300,13535,10,VLT® AQUA Drive FC 202,Danfoss
134F4178 ,Danfoss FC202 200KW 295A IP54 134F4178 ,"Frequency converter
FC-202N200T4E54H2XGCXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(N200) 200 KW / 300 HP, Three phase
380 - 480 VAC, (E54) IP54 / Type 12
RFI Filter
No brake chopper
Graphical Loc. Cont. Panel
Coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: D2H
Other options according to Model code

Model code:
FC-202N200T4E54H2XGCXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_D2h_IP21-54.jpg?w=300&h=300,14417,10,VLT® AQUA Drive FC 202,Danfoss
134F4186 ,Danfoss FC202 250KW IP54 134F4186 ,"Frequency converter
FC-202N250T4E54H4XGCXXXSXXXXAXBXCXXXXDX
VLT® AQUA Drive FC-202
(N250) 250 KW / 350 HP, Three phase
380 - 480 VAC, (E54) IP54 / Type 12
RFI class A1 (C2)
No brake chopper
Graphical Loc. Cont. Panel
Coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: D2H
Other options according to Model code

Model code:
FC-202N250T4E54H4XGCXXXSXXXXAXBXCXXXXDX
Danfoss VLT® AQUA Drive is dedicated to water and wastewater applications. With a wide range of powerful standard and optional features, the VLT® AQUA Drive provides the lowest overall cost of ownership for water and wastewater applications.",https://files.danfoss.com/dds/l01/VLT_D2h_IP21-54.jpg?w=300&h=300,20405,10,VLT® AQUA Drive FC 202,Danfoss
